Japan, Death Rates (period 1x1)     Last modified:2018-07-25, ver.001_22 JMD(NIPSSR)

   Year      Age       Female       Male         Total
   1988        3   0.000281     0.000402     0.000343
   1988        4   0.000217     0.000309     0.000264
   1988        5   0.000209     0.000248     0.000229
   1988        6   0.000158     0.000273     0.000217
   1988        7   0.000144     0.000245     0.000196
   1988        8   0.000123     0.000188     0.000156
   1988        9   0.000119     0.000160     0.000140
   1988       10   0.000086     0.000179     0.000134
   1988       11   0.000112     0.000162     0.000138
   1988       12   0.000102     0.000169     0.000136
   1988       13   0.000145     0.000191     0.000168
   1988       14   0.000129     0.000202     0.000166
   1988       15   0.000182     0.000314     0.000249
   1988       16   0.000219     0.000572     0.000400
   1988       17   0.000231     0.000761     0.000502
   1988       18   0.000293     0.000807     0.000556
   1988       19   0.000292     0.000875     0.000590
   1988       20   0.000304     0.000892     0.000603
   1988       21   0.000302     0.000867     0.000590
   1988       22   0.000264     0.000758     0.000515
   1988       23   0.000343     0.000817     0.000583
   1988       24   0.000352     0.000738     0.000548
   1988       25   0.000338     0.000791     0.000568
   1988       26   0.000346     0.000814     0.000583
   1988       27   0.000387     0.000760     0.000576
   1988       28   0.000391     0.000724     0.000559
   1988       29   0.000431     0.000771     0.000602
   1988       30   0.000409     0.000744     0.000578
   1988       31   0.000461     0.000775     0.000620
   1988       32   0.000463     0.000850     0.000659
   1988       33   0.000516     0.000856     0.000688
   1988       34   0.000544     0.000960     0.000753
   1988       35   0.000600     0.001057     0.000830
   1988       36   0.000643     0.001132     0.000888
   1988       37   0.000754     0.001267     0.001012
   1988       38   0.000758     0.001359     0.001060
   1988       39   0.000858     0.001450     0.001155
   1988       40   0.000920     0.001569     0.001246
   1988       41   0.001049     0.001859     0.001456
   1988       42   0.001038     0.001927     0.001484
   1988       43   0.001214     0.002295     0.001753
   1988       44   0.001441     0.002488     0.001962
   1988       45   0.001374     0.002674     0.002021
   1988       46   0.001559     0.003029     0.002291
   1988       47   0.001705     0.003231     0.002463
   1988       48   0.001874     0.003505     0.002684
   1988       49   0.002079     0.003709     0.002888
   1988       50   0.002277     0.004492     0.003375
   1988       51   0.002375     0.004735     0.003543
   1988       52   0.002709     0.005453     0.004068
   1988       53   0.002762     0.006206     0.004462
   1988       54   0.003108     0.006951     0.005000
   1988       55   0.003351     0.007589     0.005441
   1988       56   0.003512     0.008275     0.005856
   1988       57   0.003895     0.009373     0.006586
   1988       58   0.004167     0.009629     0.006839
   1988       59   0.004573     0.010522     0.007464
   1988       60   0.005027     0.011120     0.007973
   1988       61   0.005603     0.012107     0.008725
   1988       62   0.005868     0.013463     0.009457
   1988       63   0.006661     0.014338     0.010205
   1988       64   0.007185     0.015222     0.010748
   1988       65   0.007983     0.016465     0.011566
   1988       66   0.008982     0.018234     0.012793
   1988       67   0.009910     0.020059     0.014061
   1988       68   0.011527     0.023035     0.016294
   1988       69   0.012672     0.024765     0.017733
   1988       70   0.013927     0.027678     0.019677
   1988       71   0.016057     0.031033     0.022315
   1988       72   0.017895     0.034981     0.025026
   1988       73   0.019667     0.038522     0.027536
   1988       74   0.023030     0.043059     0.031327
   1988       75   0.025994     0.048332     0.035097
   1988       76   0.030130     0.053851     0.039666
   1988       77   0.035330     0.061196     0.045661
   1988       78   0.039726     0.069639     0.051536
   1988       79   0.046548     0.077838     0.058793
   1988       80   0.052504     0.086818     0.065810
   1988       81   0.063276     0.100071     0.077530
   1988       82   0.070407     0.106400     0.084129
   1988       83   0.079683     0.120322     0.094654
   1988       84   0.092282     0.131234     0.106449
   1988       85   0.102422     0.146919     0.118213
   1988       86   0.116527     0.161656     0.132096
   1988       87   0.132849     0.181244     0.149086
   1988       88   0.152250     0.198444     0.167398
   1988       89   0.163264     0.212984     0.178980
   1988       90   0.185730     0.240655     0.202376
   1988       91   0.200084     0.249515     0.214813
   1988       92   0.234023     0.274591     0.245908
   1988       93   0.244489     0.279376     0.254591
   1988       94   0.279643     0.317432     0.290095
   1988       95   0.299204     0.335463     0.308802
   1988       96   0.322526     0.358229     0.331793
   1988       97   0.342008     0.382592     0.352376
   1988       98   0.373587     0.434126     0.387756
   1988       99   0.405239     0.480127     0.422264
   1988      100   0.425203     0.478527     0.437494
   1988      101   0.493523     0.578242     0.511225
   1988      102   0.439287     0.555705     0.460682
   1988      103   0.608489     0.891656     0.656478
   1988      104   0.465632     0.470588     0.466546
   1988      105   0.323651     0.406780     0.340000
   1988      106   0.461538     0.230769     0.419580
   1988      107   0.222222     0.923077     0.358209
   1988      108   0.136364     0.750000     0.230769
   1988      109   0.521739     0.000000     0.461538
   1988      110+  0.000000            .     0.000000
   1989        0   0.004200     0.004767     0.004491
   1989        1   0.000653     0.000804     0.000730
   1989        2   0.000411     0.000501     0.000457
   1989        3   0.000267     0.000384     0.000327
   1989        4   0.000217     0.000304     0.000262
   1989        5   0.000159     0.000268     0.000215
   1989        6   0.000187     0.000257     0.000223
   1989        7   0.000140     0.000211     0.000177
   1989        8   0.000145     0.000230     0.000189
   1989        9   0.000123     0.000183     0.000153
   1989       10   0.000104     0.000148     0.000127
   1989       11   0.000131     0.000139     0.000135
   1989       12   0.000117     0.000171     0.000145
   1989       13   0.000113     0.000178     0.000147
   1989       14   0.000134     0.000216     0.000176
   1989       15   0.000154     0.000271     0.000214
   1989       16   0.000202     0.000576     0.000393
   1989       17   0.000231     0.000736     0.000490
   1989       18   0.000294     0.000794     0.000550
   1989       19   0.000311     0.000846     0.000585
   1989       20   0.000326     0.000958     0.000649
   1989       21   0.000278     0.000829     0.000558
   1989       22   0.000321     0.000791     0.000560
   1989       23   0.000301     0.000705     0.000506
   1989       24   0.000295     0.000724     0.000512
   1989       25   0.000333     0.000768     0.000554
   1989       26   0.000344     0.000760     0.000555
   1989       27   0.000350     0.000759     0.000557
   1989       28   0.000387     0.000769     0.000580
   1989       29   0.000408     0.000746     0.000578
   1989       30   0.000413     0.000777     0.000597
   1989       31   0.000426     0.000794     0.000612
   1989       32   0.000434     0.000861     0.000649
   1989       33   0.000505     0.000823     0.000666
   1989       34   0.000548     0.000874     0.000713
   1989       35   0.000554     0.000997     0.000777
   1989       36   0.000639     0.001058     0.000850
   1989       37   0.000744     0.001143     0.000944
   1989       38   0.000775     0.001244     0.001011
   1989       39   0.000869     0.001429     0.001150
   1989       40   0.000946     0.001554     0.001251
   1989       41   0.001015     0.001677     0.001348
   1989       42   0.001135     0.002002     0.001571
   1989       43   0.001159     0.002048     0.001604
   1989       44   0.001236     0.002401     0.001816
   1989       45   0.001417     0.002792     0.002101
   1989       46   0.001495     0.002732     0.002111
   1989       47   0.001622     0.003164     0.002389
   1989       48   0.001777     0.003395     0.002581
   1989       49   0.001997     0.003690     0.002837
   1989       50   0.002240     0.004112     0.003168
   1989       51   0.002376     0.004741     0.003547
   1989       52   0.002421     0.005188     0.003789
   1989       53   0.002793     0.005795     0.004278
   1989       54   0.003025     0.006364     0.004670
   1989       55   0.003279     0.007456     0.005331
   1989       56   0.003586     0.007992     0.005754
   1989       57   0.003780     0.008874     0.006281
   1989       58   0.004311     0.009773     0.006988
   1989       59   0.004417     0.010286     0.007280
   1989       60   0.004809     0.011218     0.007916
   1989       61   0.005293     0.011808     0.008433
   1989       62   0.005682     0.012840     0.009107
   1989       63   0.006404     0.014147     0.010050
   1989       64   0.006963     0.015378     0.010833
   1989       65   0.007660     0.016708     0.011654
   1989       66   0.008607     0.018100     0.012597
   1989       67   0.009803     0.019932     0.013952
   1989       68   0.010372     0.021965     0.015084
   1989       69   0.012462     0.024910     0.017584
   1989       70   0.013383     0.026568     0.018861
   1989       71   0.015086     0.029809     0.021193
   1989       72   0.017021     0.034228     0.024147
   1989       73   0.019250     0.037204     0.026667
   1989       74   0.021604     0.041527     0.029828
   1989       75   0.024528     0.045945     0.033293
   1989       76   0.027611     0.051218     0.037104
   1989       77   0.032655     0.058526     0.042903
   1989       78   0.037208     0.066638     0.048769
   1989       79   0.042730     0.073690     0.054732
   1989       80   0.050118     0.082326     0.062544
   1989       81   0.057165     0.092280     0.070499
   1989       82   0.068752     0.107245     0.083335
   1989       83   0.075185     0.111465     0.088689
   1989       84   0.084388     0.125005     0.098981
   1989       85   0.095659     0.139848     0.111298
   1989       86   0.108864     0.157745     0.125702
   1989       87   0.124666     0.168616     0.139372
   1989       88   0.140870     0.185577     0.155411
   1989       89   0.156088     0.209254     0.172979
   1989       90   0.169565     0.215727     0.183637
   1989       91   0.199138     0.240331     0.211221
   1989       92   0.205137     0.261096     0.221255
   1989       93   0.239898     0.279971     0.251277
   1989       94   0.260624     0.305014     0.273120
   1989       95   0.279909     0.335512     0.294899
   1989       96   0.307723     0.369464     0.323578
   1989       97   0.330203     0.406665     0.349210
   1989       98   0.379511     0.385497     0.380983
   1989       99   0.373262     0.466048     0.393901
   1989      100   0.395010     0.469278     0.411229
   1989      101   0.440650     0.566288     0.467499
   1989      102   0.442104     0.416870     0.437111
   1989      103   0.416240     0.513638     0.433410
   1989      104   0.617822     0.836097     0.647352
   1989      105   0.575646     0.774194     0.612613
   1989      106   0.516556     0.631579     0.539683
   1989      107   1.000000     0.000000     0.758621
   1989      108   0.162162     0.000000     0.130435
   1989      109   0.580645     0.000000     0.486486
   1989      110+  0.214286     0.000000     0.193548
   1990        0   0.004199     0.005000     0.004610
   1990        1   0.000709     0.000841     0.000777
   1990        2   0.000345     0.000490     0.000420
   1990        3   0.000254     0.000429     0.000344
   1990        4   0.000195     0.000332     0.000265
   1990        5   0.000188     0.000283     0.000237
   1990        6   0.000156     0.000271     0.000215
   1990        7   0.000141     0.000231     0.000187
   1990        8   0.000132     0.000170     0.000151
   1990        9   0.000116     0.000152     0.000135
   1990       10   0.000117     0.000143     0.000131
   1990       11   0.000099     0.000140     0.000120
   1990       12   0.000095     0.000160     0.000128
   1990       13   0.000124     0.000212     0.000169
   1990       14   0.000139     0.000202     0.000171
   1990       15   0.000151     0.000277     0.000216
   1990       16   0.000204     0.000527     0.000370
   1990       17   0.000251     0.000685     0.000474
   1990       18   0.000257     0.000782     0.000526
   1990       19   0.000319     0.000865     0.000598
   1990       20   0.000291     0.000808     0.000555
   1990       21   0.000292     0.000847     0.000575
   1990       22   0.000324     0.000711     0.000520
   1990       23   0.000332     0.000814     0.000577
   1990       24   0.000322     0.000738     0.000533
   1990       25   0.000319     0.000761     0.000543
   1990       26   0.000338     0.000678     0.000510
   1990       27   0.000309     0.000706     0.000510
   1990       28   0.000360     0.000707     0.000535
   1990       29   0.000412     0.000778     0.000597
   1990       30   0.000421     0.000799     0.000612
   1990       31   0.000444     0.000755     0.000601
   1990       32   0.000437     0.000834     0.000637
   1990       33   0.000490     0.000894     0.000694
   1990       34   0.000518     0.000897     0.000709
   1990       35   0.000601     0.000991     0.000798
   1990       36   0.000624     0.001068     0.000848
   1990       37   0.000691     0.001197     0.000945
   1990       38   0.000724     0.001257     0.000992
   1990       39   0.000778     0.001416     0.001099
   1990       40   0.000857     0.001560     0.001210
   1990       41   0.001022     0.001693     0.001359
   1990       42   0.001074     0.001869     0.001474
   1990       43   0.001230     0.002181     0.001708
   1990       44   0.001175     0.002089     0.001632
   1990       45   0.001348     0.002540     0.001942
   1990       46   0.001473     0.002953     0.002209
   1990       47   0.001588     0.003061     0.002321
   1990       48   0.001818     0.003511     0.002660
   1990       49   0.002032     0.003752     0.002886
   1990       50   0.002138     0.004088     0.003105
   1990       51   0.002301     0.004285     0.003284
   1990       52   0.002606     0.005132     0.003855
   1990       53   0.002589     0.005513     0.004032
   1990       54   0.002758     0.006248     0.004481
   1990       55   0.003143     0.007057     0.005068
   1990       56   0.003446     0.008178     0.005766
   1990       57   0.003722     0.008697     0.006165
   1990       58   0.003896     0.009565     0.006673
   1990       59   0.004522     0.010406     0.007398
   1990       60   0.004827     0.011440     0.008044
   1990       61   0.005298     0.012490     0.008773
   1990       62   0.005644     0.013221     0.009284
   1990       63   0.006138     0.014422     0.010087
   1990       64   0.006900     0.015501     0.010933
   1990       65   0.007575     0.016657     0.011733
   1990       66   0.008371     0.018599     0.012862
   1990       67   0.009296     0.019736     0.013659
   1990       68   0.010509     0.021952     0.015167
   1990       69   0.011820     0.023877     0.016686
   1990       70   0.013523     0.027272     0.019138
   1990       71   0.014890     0.029576     0.020942
   1990       72   0.017157     0.033386     0.023829
   1990       73   0.019211     0.037702     0.026792
   1990       74   0.022271     0.042224     0.030424
   1990       75   0.024665     0.046187     0.033443
   1990       76   0.027631     0.052264     0.037576
   1990       77   0.032002     0.057537     0.042120
   1990       78   0.036954     0.065753     0.048176
   1990       79   0.042510     0.075324     0.055161
   1990       80   0.049900     0.083128     0.062634
   1990       81   0.056709     0.093437     0.070580
   1990       82   0.064126     0.103630     0.078782
   1990       83   0.076550     0.118746     0.092144
   1990       84   0.084941     0.125338     0.099595
   1990       85   0.098126     0.143809     0.114084
   1990       86   0.109698     0.155412     0.125406
   1990       87   0.124697     0.173116     0.140860
   1990       88   0.140384     0.189442     0.156282
   1990       89   0.162159     0.208941     0.176886
   1990       90   0.176063     0.232123     0.193259
   1990       91   0.195883     0.243808     0.209996
   1990       92   0.219927     0.271250     0.234482
   1990       93   0.239349     0.288896     0.253129
   1990       94   0.269478     0.324458     0.284496
   1990       95   0.281534     0.335775     0.296184
   1990       96   0.316116     0.365201     0.328892
   1990       97   0.338901     0.391784     0.351846
   1990       98   0.373744     0.430629     0.387405
   1990       99   0.378299     0.411749     0.386282
   1990      100   0.410701     0.522383     0.434578
   1990      101   0.492113     0.571070     0.508157
   1990      102   0.547980     0.527190     0.543638
   1990      103   0.556891     0.704715     0.586095
   1990      104   0.514043     0.616980     0.529476
   1990      105   0.629371     0.833333     0.652174
   1990      106   0.384615     1.304348     0.502793
   1990      107   0.593407     1.263158     0.709091
   1990      108   0.580645     0.545455     0.571429
   1990      109   1.578947     1.200000     1.500000
   1990      110+  0.307692     3.000000     0.439024
   1991        0   0.004259     0.004710     0.004490
   1991        1   0.000667     0.000769     0.000719
   1991        2   0.000358     0.000448     0.000405
   1991        3   0.000244     0.000351     0.000299
   1991        4   0.000198     0.000288     0.000244
   1991        5   0.000204     0.000235     0.000220
   1991        6   0.000163     0.000278     0.000222
   1991        7   0.000159     0.000217     0.000188
   1991        8   0.000114     0.000164     0.000140
   1991        9   0.000113     0.000180     0.000147
   1991       10   0.000095     0.000131     0.000113
   1991       11   0.000107     0.000151     0.000129
   1991       12   0.000104     0.000135     0.000120
   1991       13   0.000113     0.000172     0.000143
   1991       14   0.000100     0.000195     0.000148
   1991       15   0.000139     0.000274     0.000208
   1991       16   0.000223     0.000490     0.000360
   1991       17   0.000200     0.000654     0.000432
   1991       18   0.000251     0.000761     0.000512
   1991       19   0.000264     0.000832     0.000554
   1991       20   0.000267     0.000816     0.000547
   1991       21   0.000306     0.000752     0.000534
   1991       22   0.000286     0.000782     0.000539
   1991       23   0.000292     0.000718     0.000508
   1991       24   0.000302     0.000735     0.000522
   1991       25   0.000299     0.000692     0.000498
   1991       26   0.000326     0.000684     0.000507
   1991       27   0.000361     0.000688     0.000526
   1991       28   0.000356     0.000757     0.000559
   1991       29   0.000361     0.000764     0.000565
   1991       30   0.000416     0.000764     0.000592
   1991       31   0.000420     0.000731     0.000577
   1991       32   0.000442     0.000820     0.000633
   1991       33   0.000472     0.000824     0.000650
   1991       34   0.000502     0.000936     0.000721
   1991       35   0.000568     0.000923     0.000747
   1991       36   0.000590     0.001113     0.000854
   1991       37   0.000599     0.001150     0.000876
   1991       38   0.000745     0.001234     0.000991
   1991       39   0.000765     0.001346     0.001056
   1991       40   0.000847     0.001523     0.001187
   1991       41   0.000884     0.001636     0.001262
   1991       42   0.001054     0.001828     0.001442
   1991       43   0.001221     0.002129     0.001677
   1991       44   0.001343     0.002463     0.001906
   1991       45   0.001264     0.002392     0.001829
   1991       46   0.001450     0.002848     0.002146
   1991       47   0.001676     0.003237     0.002452
   1991       48   0.001697     0.003398     0.002543
   1991       49   0.002023     0.003788     0.002900
   1991       50   0.002039     0.004100     0.003061
   1991       51   0.002233     0.004435     0.003324
   1991       52   0.002506     0.004840     0.003662
   1991       53   0.002845     0.005427     0.004121
   1991       54   0.002954     0.006085     0.004497
   1991       55   0.003179     0.006929     0.005027
   1991       56   0.003379     0.007448     0.005377
   1991       57   0.003609     0.008435     0.005971
   1991       58   0.004063     0.009631     0.006791
   1991       59   0.004396     0.010390     0.007324
   1991       60   0.004733     0.011525     0.008043
   1991       61   0.005176     0.012206     0.008585
   1991       62   0.005585     0.013394     0.009346
   1991       63   0.006032     0.014367     0.010021
   1991       64   0.006649     0.015381     0.010795
   1991       65   0.007334     0.016706     0.011708
   1991       66   0.008140     0.018232     0.012736
   1991       67   0.009072     0.019803     0.013756
   1991       68   0.010336     0.022168     0.015249
   1991       69   0.011265     0.024329     0.016544
   1991       70   0.012580     0.026250     0.018054
   1991       71   0.014624     0.029871     0.020799
   1991       72   0.016459     0.032386     0.022962
   1991       73   0.018616     0.036765     0.026001
   1991       74   0.020988     0.040831     0.029030
   1991       75   0.024258     0.045859     0.032979
   1991       76   0.026922     0.050738     0.036501
   1991       77   0.030950     0.056805     0.041232
   1991       78   0.034173     0.063306     0.045529
   1991       79   0.041634     0.072532     0.053452
   1991       80   0.047095     0.081958     0.060325
   1991       81   0.054594     0.090562     0.068081
   1991       82   0.062246     0.101503     0.076729
   1991       83   0.071061     0.112395     0.086018
   1991       84   0.082578     0.129782     0.099545
   1991       85   0.092160     0.136536     0.107798
   1991       86   0.104101     0.152858     0.120630
   1991       87   0.119695     0.168137     0.135826
   1991       88   0.133191     0.186353     0.150349
   1991       89   0.151689     0.204696     0.168284
   1991       90   0.172569     0.218141     0.186423
   1991       91   0.193895     0.246533     0.209467
   1991       92   0.203946     0.258509     0.219413
   1991       93   0.230869     0.279758     0.244242
   1991       94   0.249275     0.302647     0.263601
   1991       95   0.283368     0.329454     0.295455
   1991       96   0.298690     0.330313     0.306980
   1991       97   0.314755     0.398838     0.335739
   1991       98   0.359520     0.422302     0.374117
   1991       99   0.367412     0.443092     0.384805
   1991      100   0.393610     0.482017     0.413388
   1991      101   0.422813     0.498036     0.437826
   1991      102   0.434091     0.692971     0.483067
   1991      103   0.546741     0.612091     0.559183
   1991      104   0.688398     0.592544     0.670112
   1991      105   0.454771     0.299850     0.431698
   1991      106   0.645570     0.666667     0.647727
   1991      107   1.034483     0.750000     1.010526
   1991      108   0.367347     3.600000     0.666667
   1991      109   0.000000     3.000000     0.352941
   1991      110+  0.727273            .     0.727273
   1992        0   0.004035     0.004991     0.004526
   1992        1   0.000662     0.000793     0.000729
   1992        2   0.000358     0.000437     0.000399
   1992        3   0.000282     0.000367     0.000326
   1992        4   0.000234     0.000309     0.000273
   1992        5   0.000181     0.000281     0.000232
   1992        6   0.000161     0.000260     0.000212
   1992        7   0.000159     0.000201     0.000180
   1992        8   0.000113     0.000172     0.000143
   1992        9   0.000092     0.000179     0.000136
   1992       10   0.000117     0.000140     0.000129
   1992       11   0.000113     0.000136     0.000125
   1992       12   0.000113     0.000153     0.000134
   1992       13   0.000124     0.000185     0.000155
   1992       14   0.000144     0.000233     0.000189
   1992       15   0.000157     0.000255     0.000208
   1992       16   0.000224     0.000502     0.000366
   1992       17   0.000187     0.000643     0.000421
   1992       18   0.000296     0.000758     0.000533
   1992       19   0.000275     0.000824     0.000556
   1992       20   0.000299     0.000770     0.000539
   1992       21   0.000260     0.000785     0.000528
   1992       22   0.000295     0.000744     0.000524
   1992       23   0.000297     0.000712     0.000508
   1992       24   0.000303     0.000713     0.000511
   1992       25   0.000316     0.000730     0.000526
   1992       26   0.000332     0.000748     0.000543
   1992       27   0.000340     0.000687     0.000516
   1992       28   0.000381     0.000696     0.000541
   1992       29   0.000408     0.000775     0.000593
   1992       30   0.000382     0.000768     0.000577
   1992       31   0.000425     0.000768     0.000599
   1992       32   0.000406     0.000815     0.000612
   1992       33   0.000478     0.000848     0.000665
   1992       34   0.000471     0.000863     0.000669
   1992       35   0.000580     0.000953     0.000768
   1992       36   0.000589     0.001008     0.000801
   1992       37   0.000664     0.001146     0.000908
   1992       38   0.000716     0.001278     0.000999
   1992       39   0.000732     0.001343     0.001038
   1992       40   0.000858     0.001556     0.001208
   1992       41   0.000960     0.001672     0.001318
   1992       42   0.001020     0.001869     0.001446
   1992       43   0.001160     0.002033     0.001598
   1992       44   0.001257     0.002266     0.001764
   1992       45   0.001428     0.002646     0.002040
   1992       46   0.001364     0.002563     0.001964
   1992       47   0.001607     0.003159     0.002379
   1992       48   0.001857     0.003536     0.002691
   1992       49   0.001871     0.003769     0.002814
   1992       50   0.002106     0.004146     0.003119
   1992       51   0.002277     0.004482     0.003370
   1992       52   0.002395     0.004899     0.003634
   1992       53   0.002606     0.005252     0.003915
   1992       54   0.002928     0.006016     0.004452
   1992       55   0.002996     0.006676     0.004808
   1992       56   0.003504     0.007619     0.005529
   1992       57   0.003509     0.008320     0.005866
   1992       58   0.004029     0.009351     0.006628
   1992       59   0.004380     0.010518     0.007379
   1992       60   0.004810     0.011375     0.008007
   1992       61   0.005343     0.012506     0.008822
   1992       62   0.005541     0.013407     0.009342
   1992       63   0.006179     0.014785     0.010307
   1992       64   0.006680     0.015842     0.011047
   1992       65   0.007464     0.017079     0.012007
   1992       66   0.008090     0.018754     0.013039
   1992       67   0.009003     0.020298     0.014116
   1992       68   0.010110     0.022339     0.015413
   1992       69   0.011252     0.024437     0.016685
   1992       70   0.012490     0.026895     0.018262
   1992       71   0.014315     0.028976     0.020133
   1992       72   0.016443     0.033299     0.023205
   1992       73   0.017694     0.036257     0.025193
   1992       74   0.020624     0.040664     0.028681
   1992       75   0.023580     0.045607     0.032396
   1992       76   0.026985     0.051087     0.036581
   1992       77   0.030599     0.056668     0.040923
   1992       78   0.034573     0.062911     0.045657
   1992       79   0.038998     0.070917     0.051212
   1992       80   0.046914     0.080751     0.059657
   1992       81   0.053096     0.090336     0.066920
   1992       82   0.060337     0.099885     0.074814
   1992       83   0.070074     0.112341     0.085274
   1992       84   0.079578     0.124670     0.095443
   1992       85   0.093957     0.140826     0.110318
   1992       86   0.102894     0.153241     0.120079
   1992       87   0.116000     0.167309     0.132831
   1992       88   0.129130     0.184660     0.146987
   1992       89   0.149457     0.203305     0.166215
   1992       90   0.166667     0.220256     0.182859
   1992       91   0.185754     0.244379     0.202926
   1992       92   0.209487     0.267217     0.225890
   1992       93   0.219290     0.269819     0.233050
   1992       94   0.257479     0.308074     0.270828
   1992       95   0.272319     0.323405     0.285506
   1992       96   0.296362     0.333455     0.305791
   1992       97   0.323224     0.379196     0.337292
   1992       98   0.325242     0.410698     0.345484
   1992       99   0.345223     0.439830     0.365753
   1992      100   0.362718     0.479917     0.387991
   1992      101   0.465516     0.427592     0.457518
   1992      102   0.435639     0.461588     0.440537
   1992      103   0.471027     0.535807     0.482474
   1992      104   0.487267     0.671053     0.521570
   1992      105   0.720885     0.539093     0.688360
   1992      106   0.545455     0.333333     0.509434
   1992      107   0.473684     0.600000     0.488372
   1992      108   0.461538     0.000000     0.436364
   1992      109   0.363636            .     0.363636
   1992      110+  0.193548            .     0.193548
   1993        0   0.004004     0.004652     0.004337
   1993        1   0.000672     0.000781     0.000728
   1993        2   0.000395     0.000434     0.000415
   1993        3   0.000277     0.000368     0.000323
   1993        4   0.000243     0.000262     0.000253
   1993        5   0.000197     0.000269     0.000234
   1993        6   0.000168     0.000233     0.000201
   1993        7   0.000161     0.000211     0.000187
   1993        8   0.000122     0.000186     0.000155
   1993        9   0.000125     0.000137     0.000131
   1993       10   0.000107     0.000153     0.000130
   1993       11   0.000101     0.000136     0.000119
   1993       12   0.000139     0.000157     0.000148
   1993       13   0.000126     0.000186     0.000157
   1993       14   0.000133     0.000211     0.000173
   1993       15   0.000143     0.000238     0.000192
   1993       16   0.000162     0.000451     0.000310
   1993       17   0.000198     0.000553     0.000379
   1993       18   0.000234     0.000727     0.000487
   1993       19   0.000287     0.000756     0.000527
   1993       20   0.000277     0.000755     0.000521
   1993       21   0.000292     0.000713     0.000507
   1993       22   0.000249     0.000727     0.000492
   1993       23   0.000295     0.000707     0.000505
   1993       24   0.000259     0.000742     0.000505
   1993       25   0.000288     0.000635     0.000464
   1993       26   0.000267     0.000723     0.000498
   1993       27   0.000288     0.000667     0.000480
   1993       28   0.000342     0.000718     0.000532
   1993       29   0.000351     0.000720     0.000538
   1993       30   0.000401     0.000721     0.000563
   1993       31   0.000400     0.000735     0.000570
   1993       32   0.000401     0.000753     0.000579
   1993       33   0.000506     0.000814     0.000662
   1993       34   0.000484     0.000930     0.000709
   1993       35   0.000548     0.000927     0.000739
   1993       36   0.000581     0.001092     0.000839
   1993       37   0.000620     0.001138     0.000881
   1993       38   0.000693     0.001229     0.000963
   1993       39   0.000733     0.001367     0.001052
   1993       40   0.000864     0.001513     0.001190
   1993       41   0.000878     0.001588     0.001234
   1993       42   0.001062     0.001814     0.001440
   1993       43   0.001123     0.002020     0.001574
   1993       44   0.001289     0.002250     0.001771
   1993       45   0.001448     0.002539     0.001996
   1993       46   0.001579     0.003010     0.002298
   1993       47   0.001478     0.002955     0.002217
   1993       48   0.001815     0.003391     0.002599
   1993       49   0.001920     0.003829     0.002868
   1993       50   0.002060     0.004113     0.003080
   1993       51   0.002232     0.004550     0.003382
   1993       52   0.002344     0.004935     0.003627
   1993       53   0.002574     0.005281     0.003912
   1993       54   0.002731     0.005807     0.004251
   1993       55   0.003092     0.006716     0.004879
   1993       56   0.003233     0.007133     0.005150
   1993       57   0.003646     0.008374     0.005968
   1993       58   0.003844     0.009041     0.006385
   1993       59   0.004364     0.010225     0.007220
   1993       60   0.004770     0.011158     0.007883
   1993       61   0.004975     0.012338     0.008550
   1993       62   0.005731     0.013968     0.009718
   1993       63   0.006029     0.014556     0.010133
   1993       64   0.006733     0.016359     0.011330
   1993       65   0.007069     0.017325     0.011934
   1993       66   0.008236     0.018437     0.013031
   1993       67   0.008870     0.020373     0.014176
   1993       68   0.009975     0.022497     0.015606
   1993       69   0.011100     0.024247     0.016760
   1993       70   0.012455     0.026691     0.018273
   1993       71   0.013975     0.029447     0.020119
   1993       72   0.015608     0.031883     0.022005
   1993       73   0.018468     0.036853     0.025766
   1993       74   0.020277     0.039700     0.028031
   1993       75   0.023111     0.044666     0.031667
   1993       76   0.026349     0.051219     0.036162
   1993       77   0.030667     0.056669     0.040858
   1993       78   0.034077     0.062598     0.045182
   1993       79   0.039174     0.070435     0.051174
   1993       80   0.044576     0.079623     0.057811
   1993       81   0.052608     0.088672     0.065894
   1993       82   0.059634     0.101016     0.074625
   1993       83   0.068994     0.112028     0.084336
   1993       84   0.077921     0.120125     0.092681
   1993       85   0.087732     0.135787     0.104149
   1993       86   0.103302     0.154930     0.120750
   1993       87   0.113230     0.160689     0.128884
   1993       88   0.129005     0.185156     0.146770
   1993       89   0.142326     0.198797     0.159814
   1993       90   0.165098     0.216368     0.180488
   1993       91   0.183834     0.238199     0.199632
   1993       92   0.200546     0.264432     0.218503
   1993       93   0.230476     0.282645     0.244654
   1993       94   0.242585     0.304305     0.258767
   1993       95   0.267672     0.336367     0.285039
   1993       96   0.301061     0.346056     0.312224
   1993       97   0.325668     0.386643     0.340547
   1993       98   0.340526     0.394637     0.353531
   1993       99   0.374298     0.437494     0.388352
   1993      100   0.438742     0.445144     0.440057
   1993      101   0.416204     0.478996     0.429417
   1993      102   0.406858     0.463324     0.418492
   1993      103   0.429787     0.494799     0.441102
   1993      104   0.540313     0.559103     0.543654
   1993      105   0.515632     0.562890     0.524444
   1993      106   0.494505     0.367347     0.467532
   1993      107   0.551020     0.500000     0.540984
   1993      108   0.210526     1.500000     0.295082
   1993      109   0.157895     0.000000     0.146341
   1993      110+  0.947368            .     0.947368
   1994        0   0.003867     0.004852     0.004373
